## section 2 key
## There are 221  energy bands, each with  184  time bins.
## Emission    Energy of   Brightness    std. error  
##   Time      bin center (n/sterad(p)/   (n/sterad(p)/  
##   (us)         (eV)     pulse/us/eV)  pulse/us/eV)
  5.8091e+02   1.5849e+00   0.0000e+00   0.0000e+00 
  6.1928e+02   1.5849e+00   0.0000e+00   0.0000e+00 
  6.6019e+02   1.5849e+00   0.0000e+00   0.0000e+00 
  7.0379e+02   1.5849e+00   0.0000e+00   0.0000e+00 
  7.5028e+02   1.5849e+00   0.0000e+00   0.0000e+00 
  7.9983e+02   1.5849e+00   0.0000e+00   0.0000e+00 
  8.5266e+02   1.5849e+00   0.0000e+00   0.0000e+00 
  9.0898e+02   1.5849e+00   0.0000e+00   0.0000e+00 
  9.6902e+02   1.5849e+00   0.0000e+00   0.0000e+00 
  1.0330e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  1.1013e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  1.1740e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  1.2515e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  1.3342e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  1.4223e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  1.5163e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  1.6164e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  1.7232e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  1.8370e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  1.9583e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  2.0877e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  2.2256e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  2.3726e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  2.5293e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  2.6964e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  2.8745e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  3.0643e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  3.2667e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  3.4825e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  3.7125e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  3.9577e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  4.2191e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  4.4978e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  4.7949e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  5.1116e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  5.4492e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  5.8091e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  6.1928e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  6.6019e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  7.0379e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  7.5028e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  7.9983e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  8.5266e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  9.0898e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  9.6902e+03   1.5849e+00   0.0000e+00   0.0000e+00 
  5.5000e+04   1.5849e+00   0.0000e+00   0.0000e+00 
  5.5000e+05   1.5849e+00   0.0000e+00   0.0000e+00 
  5.5000e+06   1.5849e+00   0.0000e+00   0.0000e+00 


  5.0000e-02   1.7783e+00   0.0000e+00   0.0000e+00 
  1.0330e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  1.1013e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  1.1740e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  1.2515e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  1.3342e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  1.4223e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  1.5163e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  1.6164e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  1.7232e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  1.8370e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  1.9583e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  2.0877e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  2.2256e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  2.3726e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  2.5293e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  2.6964e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  2.8745e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  3.0643e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  3.2667e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  3.4825e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  3.7125e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  3.9577e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  4.2191e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  4.4978e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  4.7949e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  5.1116e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  5.4492e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  5.8091e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  6.1928e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  6.6019e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  7.0379e-01   1.7783e+00   0.0000e+00   0.0000e+00 
  7.5028e-01   1.7783e+00   3.4966e+04   2.2214e+04 
  7.9983e-01   1.7783e+00   6.0944e+07   2.6425e+07 
  8.5266e-01   1.7783e+00   4.7931e+08   1.2970e+08 
  9.0898e-01   1.7783e+00   1.6930e+09   2.0367e+08 
  9.6902e-01   1.7783e+00   6.3274e+09   1.2756e+09 
  1.0330e+00   1.7783e+00   7.9870e+09   5.2555e+08 
  1.1013e+00   1.7783e+00   1.4874e+10   9.2515e+08 
  1.1740e+00   1.7783e+00   2.4778e+10   1.4371e+09 
  1.2515e+00   1.7783e+00   3.7090e+10   1.8953e+09 
  1.3342e+00   1.7783e+00   5.2924e+10   2.4980e+09 
  1.4223e+00   1.7783e+00   7.2564e+10   3.0477e+09 
  1.5163e+00   1.7783e+00   8.7415e+10   3.2169e+09 
  1.6164e+00   1.7783e+00   1.0112e+11   3.3672e+09 
  1.7232e+00   1.7783e+00   1.0965e+11   3.3992e+09 
  1.8370e+00   1.7783e+00   1.2871e+11   3.8998e+09 
  1.9583e+00   1.7783e+00   1.3893e+11   4.0985e+09 
  2.0877e+00   1.7783e+00   1.4838e+11   4.1397e+09 
  2.2256e+00   1.7783e+00   1.4234e+11   3.7720e+09 
  2.3726e+00   1.7783e+00   1.3848e+11   3.8635e+09 
  2.5293e+00   1.7783e+00   1.2938e+11   3.8944e+09 
  2.6964e+00   1.7783e+00   1.0953e+11   3.1215e+09 
  2.8745e+00   1.7783e+00   1.0437e+11   2.9015e+09 
  3.0643e+00   1.7783e+00   9.4534e+10   2.6753e+09 
  3.2667e+00   1.7783e+00   8.2815e+10   2.6087e+09 
  3.4825e+00   1.7783e+00   7.4297e+10   2.1620e+09 
  3.7125e+00   1.7783e+00   5.8680e+10   1.7780e+09 
  3.9577e+00   1.7783e+00   4.8907e+10   1.6971e+09 
  4.2191e+00   1.7783e+00   3.7715e+10   1.3502e+09 
  4.4978e+00   1.7783e+00   3.2526e+10   1.2555e+09 
  4.7949e+00   1.7783e+00   2.7803e+10   1.2150e+09 
  5.1116e+00   1.7783e+00   2.3193e+10   1.0947e+09 
  5.4492e+00   1.7783e+00   1.6839e+10   7.7965e+08 
  5.8091e+00   1.7783e+00   1.4983e+10   7.7461e+08 
  6.1928e+00   1.7783e+00   1.1716e+10   5.8229e+08 
  6.6019e+00   1.7783e+00   1.0911e+10   6.8523e+08 
  7.0379e+00   1.7783e+00   9.1217e+09   4.9622e+08 
  7.5028e+00   1.7783e+00   8.0409e+09   4.8969e+08 
  7.9983e+00   1.7783e+00   6.5940e+09   3.9300e+08 
  8.5266e+00   1.7783e+00   5.1537e+09   2.9531e+08 
  9.0898e+00   1.7783e+00   4.1436e+09   2.4903e+08 
  9.6902e+00   1.7783e+00   3.9383e+09   2.6820e+08 
  1.0330e+01   1.7783e+00   3.2148e+09   2.3950e+08 
  1.1013e+01   1.7783e+00   2.8657e+09   1.8168e+08 
  1.1740e+01   1.7783e+00   2.5993e+09   1.8767e+08 
  1.2515e+01   1.7783e+00   1.7886e+09   1.2323e+08 
  1.3342e+01   1.7783e+00   1.6114e+09   1.2827e+08 
  1.4223e+01   1.7783e+00   1.4730e+09   1.1504e+08 
  1.5163e+01   1.7783e+00   1.1807e+09   8.7137e+07 
  1.6164e+01   1.7783e+00   9.8548e+08   8.0908e+07 
  1.7232e+01   1.7783e+00   8.0521e+08   7.3113e+07 
  1.8370e+01   1.7783e+00   6.1225e+08   5.0878e+07 
  1.9583e+01   1.7783e+00   5.1778e+08   5.1312e+07 
  2.0877e+01   1.7783e+00   3.8928e+08   4.5273e+07 
  2.2256e+01   1.7783e+00   3.4423e+08   4.0103e+07 
  2.3726e+01   1.7783e+00   2.3512e+08   2.1984e+07 
  2.5293e+01   1.7783e+00   1.8563e+08   3.0072e+07 
  2.6964e+01   1.7783e+00   1.5879e+08   2.5741e+07 
  2.8745e+01   1.7783e+00   9.7248e+07   1.9625e+07 
  3.0643e+01   1.7783e+00   6.2766e+07   9.4965e+06 
  3.2667e+01   1.7783e+00   4.7800e+07   5.4253e+06 
  3.4825e+01   1.7783e+00   5.6130e+07   1.2455e+07 
  3.7125e+01   1.7783e+00   4.6327e+07   1.0215e+07 
  3.9577e+01   1.7783e+00   2.1520e+07   3.4713e+06 
  4.2191e+01   1.7783e+00   1.4409e+07   2.9063e+06 
  4.4978e+01   1.7783e+00   1.6308e+07   5.7633e+06 
  4.7949e+01   1.7783e+00   6.4135e+06   1.4642e+06 
  5.1116e+01   1.7783e+00   8.9785e+06   2.3775e+06 
  5.4492e+01   1.7783e+00   4.4463e+06   1.3472e+06 
  5.8091e+01   1.7783e+00   8.8629e+06   3.5204e+06 
  6.1928e+01   1.7783e+00   1.0793e+06   5.0426e+05 
  6.6019e+01   1.7783e+00   7.8971e+05   3.6106e+05 
  7.0379e+01   1.7783e+00   4.5989e+06   2.1031e+06 
  7.5028e+01   1.7783e+00   2.1238e+06   1.1245e+06 
  7.9983e+01   1.7783e+00   9.3688e+05   3.6126e+05 
  8.5266e+01   1.7783e+00   4.6666e+06   4.2882e+06 
  9.0898e+01   1.7783e+00   7.3007e+05   3.1459e+05 
  9.6902e+01   1.7783e+00   6.7921e+05   3.3043e+05 
  1.0330e+02   1.7783e+00   2.6550e+05   1.6583e+05 
  1.1013e+02   1.7783e+00   3.8268e+05   2.0255e+05 
  1.1740e+02   1.7783e+00   2.1446e+05   1.5166e+05 
  1.2515e+02   1.7783e+00   3.7949e+02   3.7949e+02 
  1.3342e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  1.4223e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  1.5163e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  1.6164e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  1.7232e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  1.8370e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  1.9583e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  2.0877e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  2.2256e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  2.3726e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  2.5293e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  2.6964e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  2.8745e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  3.0643e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  3.2667e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  3.4825e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  3.7125e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  3.9577e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  4.2191e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  4.4978e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  4.7949e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  5.1116e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  5.4492e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  5.8091e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  6.1928e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  6.6019e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  7.0379e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  7.5028e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  7.9983e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  8.5266e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  9.0898e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  9.6902e+02   1.7783e+00   0.0000e+00   0.0000e+00 
  1.0330e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  1.1013e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  1.1740e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  1.2515e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  1.3342e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  1.4223e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  1.5163e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  1.6164e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  1.7232e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  1.8370e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  1.9583e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  2.0877e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  2.2256e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  2.3726e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  2.5293e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  2.6964e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  2.8745e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  3.0643e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  3.2667e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  3.4825e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  3.7125e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  3.9577e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  4.2191e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  4.4978e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  4.7949e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  5.1116e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  5.4492e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  5.8091e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  6.1928e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  6.6019e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  7.0379e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  7.5028e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  7.9983e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  8.5266e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  9.0898e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  9.6902e+03   1.7783e+00   0.0000e+00   0.0000e+00 
  5.5000e+04   1.7783e+00   0.0000e+00   0.0000e+00 
  5.5000e+05   1.7783e+00   0.0000e+00   0.0000e+00 
  5.5000e+06   1.7783e+00   0.0000e+00   0.0000e+00 


  5.0000e-02   1.9953e+00   0.0000e+00   0.0000e+00 
  1.0330e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  1.1013e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  1.1740e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  1.2515e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  1.3342e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  1.4223e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  1.5163e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  1.6164e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  1.7232e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  1.8370e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  1.9583e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  2.0877e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  2.2256e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  2.3726e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  2.5293e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  2.6964e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  2.8745e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  3.0643e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  3.2667e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  3.4825e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  3.7125e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  3.9577e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  4.2191e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  4.4978e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  4.7949e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  5.1116e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  5.4492e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  5.8091e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  6.1928e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  6.6019e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  7.0379e-01   1.9953e+00   0.0000e+00   0.0000e+00 
  7.5028e-01   1.9953e+00   4.6891e+07   2.6597e+07 
  7.9983e-01   1.9953e+00   3.7843e+08   8.2951e+07 
  8.5266e-01   1.9953e+00   1.3358e+09   2.3337e+08 
  9.0898e-01   1.9953e+00   4.6129e+09   4.7929e+08 
  9.6902e-01   1.9953e+00   6.9400e+09   5.1564e+08 
  1.0330e+00   1.9953e+00   1.3736e+10   1.2211e+09 
  1.1013e+00   1.9953e+00   2.5069e+10   1.8927e+09 
  1.1740e+00   1.9953e+00   3.1951e+10   1.5369e+09 
  1.2515e+00   1.9953e+00   4.7224e+10   2.1157e+09 
  1.3342e+00   1.9953e+00   6.2445e+10   2.4291e+09 
  1.4223e+00   1.9953e+00   8.6392e+10   3.3693e+09 
  1.5163e+00   1.9953e+00   9.5208e+10   3.4560e+09 
  1.6164e+00   1.9953e+00   1.1661e+11   3.8481e+09 
  1.7232e+00   1.9953e+00   1.2231e+11   3.7670e+09 
  1.8370e+00   1.9953e+00   1.3024e+11   3.6727e+09 
  1.9583e+00   1.9953e+00   1.3864e+11   4.0622e+09 
  2.0877e+00   1.9953e+00   1.3564e+11   3.6894e+09 
  2.2256e+00   1.9953e+00   1.3162e+11   4.2908e+09 
  2.3726e+00   1.9953e+00   1.2781e+11   3.7833e+09 
  2.5293e+00   1.9953e+00   1.1334e+11   3.3889e+09 
  2.6964e+00   1.9953e+00   1.0600e+11   3.0846e+09 
  2.8745e+00   1.9953e+00   9.2969e+10   2.6031e+09 
  3.0643e+00   1.9953e+00   8.0174e+10   2.2369e+09 
  3.2667e+00   1.9953e+00   7.0360e+10   2.4978e+09 
  3.4825e+00   1.9953e+00   5.7686e+10   2.0132e+09 
  3.7125e+00   1.9953e+00   4.7264e+10   1.7440e+09 
  3.9577e+00   1.9953e+00   3.6476e+10   1.4700e+09 
  4.2191e+00   1.9953e+00   3.2787e+10   1.4197e+09 
  4.4978e+00   1.9953e+00   2.5537e+10   1.6421e+09 
  4.7949e+00   1.9953e+00   2.0590e+10   9.5538e+08 
  5.1116e+00   1.9953e+00   1.7501e+10   8.5580e+08 
  5.4492e+00   1.9953e+00   1.3800e+10   6.5966e+08 
  5.8091e+00   1.9953e+00   1.1936e+10   6.0516e+08 
  6.1928e+00   1.9953e+00   1.0462e+10   6.9467e+08 
  6.6019e+00   1.9953e+00   8.9479e+09   5.8967e+08 
  7.0379e+00   1.9953e+00   7.3032e+09   4.9516e+08 
  7.5028e+00   1.9953e+00   5.8408e+09   3.7673e+08 
  7.9983e+00   1.9953e+00   4.9138e+09   2.9532e+08 
  8.5266e+00   1.9953e+00   3.8127e+09   2.3257e+08 
  9.0898e+00   1.9953e+00   3.2455e+09   2.2296e+08 
  9.6902e+00   1.9953e+00   3.0808e+09   2.4554e+08 
  1.0330e+01   1.9953e+00   2.9416e+09   2.5622e+08 
  1.1013e+01   1.9953e+00   2.2174e+09   1.6431e+08 
  1.1740e+01   1.9953e+00   2.1668e+09   1.9827e+08 
  1.2515e+01   1.9953e+00   1.5820e+09   1.0790e+08 
  1.3342e+01   1.9953e+00   1.3348e+09   1.2226e+08 
  1.4223e+01   1.9953e+00   1.0794e+09   9.4768e+07 
  1.5163e+01   1.9953e+00   9.6592e+08   1.1069e+08 
  1.6164e+01   1.9953e+00   8.1788e+08   6.8456e+07 
  1.7232e+01   1.9953e+00   5.1508e+08   3.4098e+07 
  1.8370e+01   1.9953e+00   4.1832e+08   3.7607e+07 
  1.9583e+01   1.9953e+00   3.5824e+08   3.2170e+07 
  2.0877e+01   1.9953e+00   2.4890e+08   2.8549e+07 
  2.2256e+01   1.9953e+00   2.1421e+08   2.4120e+07 
  2.3726e+01   1.9953e+00   1.7482e+08   2.4300e+07 
  2.5293e+01   1.9953e+00   1.4756e+08   2.5425e+07 
  2.6964e+01   1.9953e+00   1.0839e+08   1.5749e+07 
  2.8745e+01   1.9953e+00   7.7824e+07   1.5401e+07 
  3.0643e+01   1.9953e+00   8.9937e+07   2.4580e+07 
  3.2667e+01   1.9953e+00   3.5981e+07   5.8758e+06 
  3.4825e+01   1.9953e+00   1.9654e+07   2.8065e+06 
  3.7125e+01   1.9953e+00   1.8122e+07   4.6501e+06 
  3.9577e+01   1.9953e+00   1.3723e+07   3.8012e+06 
  4.2191e+01   1.9953e+00   1.6246e+07   3.7269e+06 
  4.4978e+01   1.9953e+00   7.0425e+06   1.4479e+06 
  4.7949e+01   1.9953e+00   5.4256e+06   2.3216e+06 
  5.1116e+01   1.9953e+00   1.0207e+07   5.0965e+06 
  5.4492e+01   1.9953e+00   3.9339e+06   1.1353e+06 
  5.8091e+01   1.9953e+00   3.0372e+06   1.0879e+06 
  6.1928e+01   1.9953e+00   1.3450e+06   5.6827e+05 
  6.6019e+01   1.9953e+00   7.2842e+06   3.1628e+06 
  7.0379e+01   1.9953e+00   1.0931e+06   3.6532e+05 
  7.5028e+01   1.9953e+00   2.2930e+06   1.3813e+06 
  7.9983e+01   1.9953e+00   3.1905e+06   9.0643e+05 
  8.5266e+01   1.9953e+00   1.6435e+06   5.6946e+05 
  9.0898e+01   1.9953e+00   3.4590e+05   1.8018e+05 
  9.6902e+01   1.9953e+00   5.2901e+05   2.4255e+05 
  1.0330e+02   1.9953e+00   1.2442e+07   1.0639e+07 
  1.1013e+02   1.9953e+00   2.0565e+05   1.4599e+05 
  1.1740e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  1.2515e+02   1.9953e+00   2.6769e+05   2.0285e+05 
  1.3342e+02   1.9953e+00   9.3895e+04   9.3895e+04 
  1.4223e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  1.5163e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  1.6164e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  1.7232e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  1.8370e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  1.9583e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  2.0877e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  2.2256e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  2.3726e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  2.5293e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  2.6964e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  2.8745e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  3.0643e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  3.2667e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  3.4825e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  3.7125e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  3.9577e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  4.2191e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  4.4978e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  4.7949e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  5.1116e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  5.4492e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  5.8091e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  6.1928e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  6.6019e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  7.0379e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  7.5028e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  7.9983e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  8.5266e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  9.0898e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  9.6902e+02   1.9953e+00   0.0000e+00   0.0000e+00 
  1.0330e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  1.1013e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  1.1740e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  1.2515e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  1.3342e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  1.4223e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  1.5163e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  1.6164e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  1.7232e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  1.8370e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  1.9583e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  2.0877e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  2.2256e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  2.3726e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  2.5293e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  2.6964e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  2.8745e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  3.0643e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  3.2667e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  3.4825e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  3.7125e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  3.9577e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  4.2191e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  4.4978e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  4.7949e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  5.1116e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  5.4492e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  5.8091e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  6.1928e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  6.6019e+03   1.9953e+00   0.0000e+00   0.0000e+00 
  7.0379e+03   1.9953e+00   0.0000e+00   0.0000e+00 
